State FIPS,R County FIPS Code,R State Name,R County,R Metropolitan Statistical Area FIPS Code,R  Metropolitan Statistical Area of County,State FIPS Code,County FIPS Code,State Name,County,Metropolitan Statistical Area FIPS Code,Metropolitan Statistical Area of County,travel_mode,workers_in
6,47,California,Merced County,32900,"Merced, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Carpooled,6
6,53,California,Monterey County,41500,"Salinas, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,406
6,53,California,Monterey County,41500,"Salinas, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,167
6,53,California,Monterey County,41500,"Salinas, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,3
6,53,California,Monterey County,41500,"Salinas, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,76
6,53,California,Monterey County,41500,"Salinas, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,22
6,53,California,Monterey County,41500,"Salinas, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,26
6,53,California,Monterey County,41500,"Salinas, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,7
6,53,California,Monterey County,41500,"Salinas, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,188
6,53,California,Monterey County,41500,"Salinas, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,65
6,53,California,Monterey County,41500,"Salinas, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,5
6,53,California,Monterey County,41500,"Salinas, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,3685
6,53,California,Monterey County,41500,"Salinas, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,628
6,53,California,Monterey County,41500,"Salinas, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Public transportation,37
6,53,California,Monterey County,41500,"Salinas, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Other travel mode,300
6,53,California,Monterey County,41500,"Salinas, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Drove alone,43
6,55,California,Napa,34900,"Napa, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,828
6,55,California,Napa,34900,"Napa, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,160
6,55,California,Napa,34900,"Napa, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,20
6,55,California,Napa,34900,"Napa, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,19
6,55,California,Napa,34900,"Napa, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,1723
6,55,California,Napa,34900,"Napa, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,185
6,55,California,Napa,34900,"Napa, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,7
6,55,California,Napa,34900,"Napa, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,955
6,55,California,Napa,34900,"Napa, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,165
6,55,California,Napa,34900,"Napa, CA",6,55,California,Napa,34900,"Napa, CA", Drove alone,36760
6,55,California,Napa,34900,"Napa, CA",6,55,California,Napa,34900,"Napa, CA", Carpooled,5714
6,55,California,Napa,34900,"Napa, CA",6,55,California,Napa,34900,"Napa, CA",Public transportation,318
6,55,California,Napa,34900,"Napa, CA",6,55,California,Napa,34900,"Napa, CA",Other travel mode,7108
6,55,California,Napa,34900,"Napa, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,1122
6,55,California,Napa,34900,"Napa, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,386
6,55,California,Napa,34900,"Napa, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,221
6,55,California,Napa,34900,"Napa, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,16
6,55,California,Napa,34900,"Napa, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,325
6,55,California,Napa,34900,"Napa, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,22
6,55,California,Napa,34900,"Napa, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Drove alone,1855
6,55,California,Napa,34900,"Napa, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Carpooled,171
6,55,California,Napa,34900,"Napa, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA",Public transportation,10
6,55,California,Napa,34900,"Napa, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA",Other travel mode,20
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,128
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,68
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,107
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,97
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,18
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,43
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,7
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,186
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,8
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,14
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,175
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,396
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,60
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Other travel mode,83
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Drove alone,65
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Carpooled,4
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA",Other travel mode,34
6,59,California,Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",36,81,New York,Queens County,35620,"New York-Newark-Jersey City, NY-NJ-PA",Other travel mode,75
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,588
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,71
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,10
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,339
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,19
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,31
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,81
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,14
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,55,California,Napa,34900,"Napa, CA", Drove alone,84
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,55,California,Napa,34900,"Napa, CA", Carpooled,11
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,300
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,33
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,32
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,671
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,68
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Public transportation,31
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Other travel mode,17
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Drove alone,213
6,61,California,Placer County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Carpooled,34
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,163
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,21
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,50
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,87
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,39
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,25
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,121
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,54
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,14
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,11
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,119
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,16
6,65,California,Riverside County,40140,"Riverside-San Bernardino-Ontario, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Other travel mode,160
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,1747
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,333
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,121
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,113
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,1507
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,313
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,96
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,29
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,367
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,110
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,8
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,55,California,Napa,34900,"Napa, CA", Drove alone,308
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,55,California,Napa,34900,"Napa, CA", Carpooled,124
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,1138
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,413
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,357
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,16
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,1169
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,367
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Public transportation,25
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Other travel mode,37
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Drove alone,389
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Carpooled,53
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA",Public transportation,8
6,67,California,Sacramento County,40900,"Sacramento--Roseville--Arden-Arcade, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA",Other travel mode,79
6,69,California,San Benito County,41940,"San Jose-Sunnyvale-Santa Clara, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,119
6,69,California,San Benito County,41940,"San Jose-Sunnyvale-Santa Clara, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,50
6,69,California,San Benito County,41940,"San Jose-Sunnyvale-Santa Clara, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,40
6,69,California,San Benito County,41940,"San Jose-Sunnyvale-Santa Clara, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,63
6,69,California,San Benito County,41940,"San Jose-Sunnyvale-Santa Clara, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,15
6,69,California,San Benito County,41940,"San Jose-Sunnyvale-Santa Clara, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,6902
6,69,California,San Benito County,41940,"San Jose-Sunnyvale-Santa Clara, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,1318
6,69,California,San Benito County,41940,"San Jose-Sunnyvale-Santa Clara, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Public transportation,129
6,69,California,San Benito County,41940,"San Jose-Sunnyvale-Santa Clara, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Other travel mode,66
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,157
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,7
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,26
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,107
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,17
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,184
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,12
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,16
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,9
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,168
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,12
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Other travel mode,14
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Drove alone,17
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Carpooled,94
6,71,California,San Bernardino County,40140,"Riverside-San Bernardino-Ontario, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA",Public transportation,7
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,146
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,39
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,66
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,80
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,7
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,15
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,8
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,29
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,80
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,72
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,94
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,195
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,25
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Public transportation,14
6,73,California,San Diego County,41740,"San Diego-Carlsbad, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Other travel mode,150
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,12353
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,1850
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,7174
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,537
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,2668
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,512
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,676
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,13,California,Contra Costa,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,199
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,5188
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,825
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,543
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,41,California,Marin,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,327
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,55,California,Napa,34900,"Napa, CA", Drove alone,351
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,55,California,Napa,34900,"Napa, CA", Carpooled,43
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,55,California,Napa,34900,"Napa, CA",Public transportation,50
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,97329
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,23322
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Public transportation,123479
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",Other travel mode,96605
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Drove alone,11454
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA", Carpooled,2131
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Public transportation,7385
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,85,California,Santa Clara,41940,"San Jose-Sunnyvale-Santa Clara, CA",Other travel mode,1453
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Drove alone,438
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA", Carpooled,102
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA",Public transportation,94
6,75,California,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",6,97,California,Sonoma,42220,"Santa Rosa, CA",Other travel mode,128
6,77,California,San Joaquin County,44700,"Stockton-Lodi, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Drove alone,19620
6,77,California,San Joaquin County,44700,"Stockton-Lodi, CA",6,1,California,Alameda,41860,"San Francisco-Oakland-Hayward, CA", Carpooled,5366
